Verkaufspreis,Verkaufsmonat,Wohnraum_qm,Keller_qm,Grundstueck_qm,Qualität_Baustoffe,Zustand_Immobilie,Baujahr,Heizungsart,Zentrale_Klimaanlage,Kamine
183200,6,460.0609756097561,238.719512195122,2396.646341463415,6,5,2002,GasA,Y,1
105500,6,253.65853658536588,253.65853658536588,2203.353658536585,6,6,1954,GasA,Y,0
314813,7,557.3170731707318,555.4878048780488,3565.2439024390246,9,5,2007,GasA,Y,1
305000,8,689.6341463414634,451.82926829268297,3732.9268292682927,8,5,2003,GasA,Y,2
67000,9,263.4146341463415,263.4146341463415,2514.634146341464,3,3,1914,GasA,N,0
240000,6,796.9512195121952,464.0243902439025,3292.6829268292686,6,7,1974,GasA,Y,1
135000,7,298.7804878048781,298.7804878048781,2153.658536585366,5,6,1977,GasA,Y,0
168500,6,460.9756097560976,230.4878048780488,645.4268292682927,6,5,2000,GasA,Y,1
165150,11,545.7317073170732,223.1707317073171,3170.7317073170734,6,5,1972,GasA,Y,1
160000,2,340.2439024390244,340.2439024390244,3048.7804878048782,6,6,1962,GasA,Y,0
139900,8,433.5365853658537,298.1707317073171,3762.8048780487807,5,5,1960,GasA,Y,1
153000,3,463.4146341463415,352.4390243902439,2926.829268292683,6,6,1955,GasA,Y,2
135000,9,634.1463414634147,317.07317073170736,3538.414634146341,5,5,1969,GasA,Y,2
168500,6,411.5853658536586,380.4878048780488,2750.0,6,5,1964,GasA,Y,0
124000,6,533.5365853658537,193.90243902439025,2743.9024390243903,5,6,1880,GasA,Y,0
209500,8,473.7804878048781,473.7804878048781,1399.3902439024391,8,5,2006,GasA,Y,1
82500,4,430.1829268292683,422.5609756097561,3628.048780487805,7,5,1977,GasA,Y,1
139400,7,321.9512195121952,321.9512195121952,2820.1219512195125,5,7,1954,GasA,Y,0
144000,6,321.9512195121952,321.9512195121952,2127.7439024390246,6,5,1980,GasA,Y,0
200000,3,878.048780487805,439.0243902439025,3321.951219512195,6,7,1914,GasA,Y,0
60000,1,243.90243902439025,80.48780487804879,1865.8536585365853,2,3,1936,Grav,N,1
93000,11,422.8658536585366,247.25609756097563,1829.268292682927,5,4,1954,GasA,Y,0
85000,5,242.6829268292683,242.6829268292683,2675.914634146341,5,7,1910,GasA,Y,0
264561,10,477.7439024390244,463.4146341463415,1214.0243902439024,8,5,2006,GasA,Y,1
274000,4,462.8048780487805,462.8048780487805,3864.939024390244,8,5,2003,GasA,Y,1
226000,5,588.109756097561,322.2560975609756,2149.390243902439,7,5,2001,GasA,Y,1
345000,7,824.3902439024391,595.1219512195122,4225.609756097561,8,7,1972,GasA,Y,3
152000,4,493.9024390243903,237.8048780487805,3290.5487804878053,5,5,1969,GasA,Y,0
370878,10,538.4146341463415,538.4146341463415,2800.914634146341,9,5,2009,GasA,Y,1
143250,3,299.0853658536586,299.0853658536586,3210.3658536585367,6,5,1971,GasA,Y,0
98300,7,319.51219512195127,0.0,2195.1219512195125,5,5,1950,GasA,Y,0
155000,6,333.5365853658537,333.5365853658537,3186.585365853659,6,5,1953,GasA,Y,2
155000,6,560.6707317073171,230.4878048780488,2347.560975609756,6,5,1966,GasA,Y,1
84500,12,192.0731707317073,192.0731707317073,590.2439024390244,4,6,1970,GasA,Y,0
205950,5,507.6219512195122,247.8658536585366,2477.134146341464,7,6,2007,GasA,Y,0
108000,10,460.3658536585366,230.1829268292683,2769.512195121951,4,5,1940,GasA,Y,1
191000,7,523.1707317073171,268.2926829268293,2667.6829268292686,7,5,1996,GasA,Y,1
135000,6,447.8658536585366,230.4878048780488,3146.3414634146343,6,7,1906,GasA,Y,0
350000,8,644.2073170731708,642.9878048780488,3182.012195121951,8,6,1995,GasA,Y,1
88000,3,332.9268292682927,160.0609756097561,512.1951219512196,6,5,1971,GasA,Y,0
145500,8,321.0365853658537,321.0365853658537,3050.914634146341,5,7,1959,GasA,Y,0
149000,2,457.9268292682927,236.5853658536585,2195.1219512195125,7,6,1931,GasA,Y,1
97500,1,444.51219512195127,278.0487804878049,5336.280487804878,6,5,1948,GasA,Y,1
167000,3,453.0487804878049,453.0487804878049,3029.573170731708,5,7,1964,GasA,Y,0
197900,11,589.939024390244,241.76829268292684,3775.609756097561,7,7,1976,GasA,Y,1
402000,7,746.3414634146342,496.6463414634147,14203.963414634149,8,7,1994,GasA,Y,1
110000,7,424.3902439024391,424.3902439024391,4134.146341463415,6,3,1968,GasA,Y,2
137500,4,360.0609756097561,346.9512195121952,3052.439024390244,4,5,1972,GasA,Y,0
423000,1,639.329268292683,633.2317073170732,6370.731707317073,8,5,2005,GasA,Y,1
230500,11,590.2439024390244,428.6585365853659,3412.8048780487807,8,5,2000,GasA,Y,1
129000,8,725.609756097561,311.2804878048781,5625.0,6,5,1965,GasA,Y,1
193500,10,511.8902439024391,429.26829268292687,2477.134146341464,6,5,1994,GasA,Y,1
168000,11,438.109756097561,362.1951219512196,4321.646341463415,5,6,1956,GasA,Y,1
137500,7,359.7560975609756,213.41463414634148,3536.585365853659,4,5,1922,GasA,Y,1
173500,2,450.0,225.0,2632.012195121951,6,5,2005,GasA,Y,0
103600,7,417.3780487804878,204.87804878048783,2021.0365853658536,6,6,1925,GasA,N,0
165000,6,368.2926829268293,368.2926829268293,3429.878048780488,6,6,1977,GasA,Y,1
257500,6,560.6707317073171,450.3048780487805,4403.048780487805,6,7,1957,GasA,Y,2
140000,7,346.3414634146342,346.3414634146342,2804.878048780488,6,6,1965,GasA,Y,1
148500,4,439.32926829268297,260.6707317073171,697.8658536585366,6,6,1978,GasA,Y,1
87000,5,540.8536585365854,333.8414634146342,2926.829268292683,4,2,1900,GasW,N,0
109500,5,241.46341463414635,234.14634146341464,2750.6097560975613,5,8,1924,GasA,Y,0
372500,7,623.7804878048781,623.7804878048781,3610.9756097560976,8,5,2008,GasA,Y,1
128500,10,301.219512195122,301.219512195122,3032.012195121951,5,5,1961,GasA,Y,0
143000,5,281.4024390243903,281.4024390243903,2442.6829268292686,6,5,1980,GasA,Y,1
159434,7,463.4146341463415,241.76829268292684,1371.9512195121952,5,5,1932,GasA,Y,0
173000,11,393.5975609756098,393.5975609756098,880.1829268292684,6,5,1996,GasA,Y,1
285000,7,508.5365853658537,495.7317073170732,3429.268292682927,9,5,2002,GasA,Y,1
221000,6,560.6707317073171,364.32926829268297,5112.804878048781,7,5,1998,GasA,Y,0
207500,9,637.1951219512196,362.8048780487805,1543.2926829268297,7,5,1984,GasA,Y,1
227875,8,536.890243902439,266.4634146341464,3111.890243902439,7,6,2007,GasA,Y,0
148800,3,335.9756097560976,167.9878048780488,1556.4024390243903,7,5,2004,GasA,Y,0
392000,10,432.6219512195122,432.6219512195122,2466.158536585366,8,6,2007,GasA,Y,1
194700,6,415.2439024390244,415.2439024390244,2310.060975609756,6,5,2005,GasA,Y,1
141000,5,258.5365853658537,258.5365853658537,1349.3902439024391,6,5,2004,GasA,Y,1
755000,1,1315.8536585365855,745.1219512195122,6565.548780487805,10,6,1994,GasA,Y,2
335000,4,767.9878048780488,368.9024390243903,7981.097560975611,7,5,1989,GasA,Y,2
108480,12,327.1341463414634,327.1341463414634,1646.3414634146343,5,6,1921,GasA,Y,0
141500,4,469.2073170731708,282.6219512195122,1865.8536585365853,5,6,1936,GasA,Y,0
176000,7,346.6463414634147,339.0243902439025,4210.670731707317,6,6,1987,GasA,Y,1
89000,6,187.8048780487805,187.8048780487805,1829.268292682927,5,7,1921,GasA,Y,0
123500,9,350.0,298.7804878048781,1957.317073170732,5,7,1952,GasA,Y,0
138500,4,272.5609756097561,272.5609756097561,2576.219512195122,5,8,1965,GasA,Y,1
196000,7,424.0853658536586,424.0853658536586,1305.4878048780488,7,5,2004,GasA,Y,0
312500,5,548.7804878048781,548.7804878048781,4369.207317073171,8,5,2002,GasA,Y,1
140000,7,354.8780487804878,354.8780487804878,2926.829268292683,7,5,1969,GasA,Y,0
361919,7,785.3658536585366,376.219512195122,3792.073170731708,8,5,2006,GasA,Y,1
140000,5,552.439024390244,109.75609756097562,2326.219512195122,5,9,1900,GasA,Y,1
213000,5,452.4390243902439,449.0853658536586,2560.9756097560976,7,5,2004,GasA,Y,0
55000,7,332.9268292682927,0.0,1707.317073170732,4,5,1930,GasA,N,0
302000,6,556.0975609756098,500.9146341463415,35106.402439024394,7,5,1971,GasA,Y,2
254000,12,403.6585365853659,403.6585365853659,1902.439024390244,8,5,2006,GasA,Y,1
179540,7,443.9024390243903,221.9512195121952,2749.390243902439,7,5,2007,GasA,Y,1
109900,12,275.609756097561,267.0731707317073,2183.5365853658536,5,7,1966,GasA,Y,0
52000,7,222.25609756097563,82.31707317073172,1259.1463414634147,3,6,1935,GasA,Y,0
102776,1,359.1463414634147,261.89024390243907,2656.09756097561,4,7,1900,GasA,Y,0
189000,10,374.3902439024391,374.3902439024391,1424.0853658536587,8,5,1988,GasA,Y,1
129000,5,292.6829268292683,292.6829268292683,3010.0609756097565,4,5,1970,GasW,N,0
130500,3,450.9146341463415,221.03658536585368,4121.036585365854,6,8,1976,GasA,Y,0
165000,8,411.5853658536586,324.39024390243907,3091.4634146341464,6,5,1974,GasA,Y,1
159500,7,778.6585365853659,218.90243902439025,3292.6829268292686,7,8,1890,GasA,Y,0
157000,11,359.1463414634147,358.5365853658537,3048.7804878048782,5,6,1973,GasA,Y,1
341000,8,737.1951219512196,399.6951219512196,3214.0243902439024,7,5,1993,GasA,Y,1
128500,5,296.0365853658537,296.0365853658537,3024.390243902439,5,6,1969,GasA,Y,1
275000,12,531.0975609756098,531.0975609756098,2000.9146341463413,8,5,1985,GasA,Y,1
143000,5,258.5365853658537,258.5365853658537,1349.3902439024391,6,5,2004,GasA,Y,0
124500,7,263.4146341463415,263.4146341463415,2475.6097560975613,4,7,1970,GasA,Y,0
135000,5,448.1707317073171,286.89024390243907,2491.4634146341464,4,6,1954,GasA,Y,0
320000,2,517.6829268292684,517.6829268292684,4050.609756097561,9,5,2007,GasA,Y,1
120500,11,263.4146341463415,263.4146341463415,2121.951219512195,4,6,1970,GasA,Y,0
222000,12,512.1951219512196,268.2926829268293,6614.329268292683,6,9,1988,GasA,Y,1
194500,2,375.609756097561,375.609756097561,2229.878048780488,7,5,2007,GasA,Y,0
110000,7,541.4634146341464,482.9268292682927,3498.4756097560976,5,5,1958,GasA,Y,0
103000,1,258.5365853658537,237.8048780487805,1902.439024390244,4,5,1925,GasA,Y,0
236500,3,492.6829268292683,486.2804878048781,1642.9878048780488,8,5,1995,GasA,Y,1
187500,5,349.39024390243907,264.6341463414634,2923.7804878048782,7,5,2003,GasA,Y,1
222500,7,619.2073170731708,351.5243902439025,3476.829268292683,7,5,1998,GasA,Y,1
131400,3,348.7804878048781,263.4146341463415,3048.7804878048782,5,6,1961,GasA,Y,1
108000,5,289.0243902439025,289.0243902439025,2737.19512195122,5,5,1968,GasA,Y,0
163000,10,539.0243902439024,268.2926829268293,3292.6829268292686,7,7,1914,GasW,N,2
93500,7,317.07317073170736,0.0,2604.878048780488,3,4,1950,GasA,N,0
239900,6,549.0853658536586,272.2560975609756,3189.939024390244,8,5,2005,GasA,Y,1
179000,3,365.8536585365854,365.8536585365854,3292.6829268292686,5,5,1987,GasA,Y,0
190000,4,526.829268292683,263.4146341463415,2839.329268292683,7,5,2004,GasA,Y,0
132000,5,436.5853658536586,80.48780487804879,2926.829268292683,5,7,1910,GasA,Y,0
142000,5,278.0487804878049,278.0487804878049,2063.414634146341,6,8,1961,GasA,Y,0
179000,12,411.2804878048781,411.2804878048781,2576.219512195122,7,5,2000,GasA,Y,0
175000,10,446.3414634146342,158.53658536585368,3928.658536585366,5,6,1963,GasA,Y,1
180000,10,407.6219512195122,407.6219512195122,1644.817073170732,8,5,1993,GasA,Y,1
299800,7,827.7439024390244,348.1707317073171,2732.6219512195125,8,9,1976,GasA,Y,2
236000,4,687.8048780487806,290.2439024390244,2681.4024390243903,7,5,2000,GasA,Y,1
265979,5,804.8780487804878,378.0487804878049,3567.073170731708,7,7,1880,GasW,N,1
260400,3,524.390243902439,524.390243902439,3229.573170731708,7,5,1996,GasA,Y,1
98000,4,466.1585365853659,0.0,2562.5,4,3,1945,Wall,N,0
96500,6,347.5609756097561,175.609756097561,2682.9268292682927,4,7,1910,GasA,Y,0
162000,8,402.4390243902439,201.21951219512195,2362.8048780487807,7,5,2003,GasA,Y,0
217000,7,455.4878048780488,450.9146341463415,2815.853658536585,6,5,1997,GasA,Y,0
275500,3,639.6341463414634,314.0243902439025,3121.951219512195,8,5,2005,GasA,Y,1
156000,7,312.8048780487805,312.8048780487805,2417.6829268292686,6,8,1969,GasA,Y,0
172500,3,448.4756097560976,222.25609756097563,984.7560975609756,6,5,1999,GasA,Y,0
212000,4,539.0243902439024,264.0243902439025,3283.2317073170734,8,5,2007,GasA,Y,0
158900,4,422.5609756097561,204.87804878048783,3541.4634146341464,6,5,1978,GasA,Y,1
179400,8,457.6219512195122,226.8292682926829,695.1219512195122,7,5,1999,GasA,Y,0
290000,11,771.6463414634147,401.82926829268297,3736.890243902439,8,5,1995,GasA,Y,1
127500,10,263.4146341463415,263.4146341463415,2774.390243902439,6,6,1959,GasA,Y,0
100000,10,396.6463414634147,349.0853658536586,2107.012195121951,5,5,1924,GasA,Y,0
215200,6,471.6463414634147,230.4878048780488,2634.146341463415,7,5,2009,GasA,Y,0
337000,7,721.0365853658537,381.7073170731708,2875.0,8,5,1999,GasA,Y,1
270000,4,455.4878048780488,455.4878048780488,2911.2804878048782,8,5,1995,GasA,Y,1
264132,8,459.1463414634147,456.7073170731708,4447.256097560976,9,5,2008,GasA,Y,1
196500,3,522.5609756097562,298.7804878048781,3177.134146341464,7,5,1988,GasA,Y,1
160000,7,533.5365853658537,299.6951219512195,3813.4146341463415,6,7,1940,GasA,Y,0
216837,10,559.7560975609756,567.0731707317074,2774.390243902439,7,5,2004,GasA,Y,1
538000,6,999.6951219512196,503.0487804878049,16312.19512195122,8,5,2003,GasA,Y,1
134900,4,261.5853658536586,261.5853658536586,2210.9756097560976,5,5,1982,GasA,Y,0
102000,4,371.9512195121952,254.87804878048783,2706.4024390243903,4,5,1951,GasA,Y,0
107000,3,340.5487804878049,313.719512195122,2383.8414634146343,6,5,1976,GasA,Y,1
114500,7,278.0487804878049,278.0487804878049,3094.512195121951,5,5,1958,GasA,Y,0
395000,7,601.5243902439025,589.939024390244,4337.195121951219,8,5,2006,GasA,Y,1
162000,6,367.07317073170736,367.07317073170736,1371.9512195121952,6,5,1998,GasA,Y,0
221500,7,492.07317073170736,492.07317073170736,3417.6829268292686,7,5,2005,GasA,Y,0
142500,6,272.5609756097561,263.4146341463415,4070.121951219513,5,5,1974,GasA,Y,1
144000,10,615.8536585365854,0.0,2560.9756097560976,5,5,1977,GasA,Y,2
135000,5,306.0975609756098,297.2560975609756,3210.3658536585367,6,5,1977,GasA,Y,0
176000,6,382.01219512195127,377.13414634146346,2400.914634146341,7,5,1995,GasA,Y,1
175900,7,488.719512195122,232.01219512195124,2180.792682926829,6,5,1992,GasA,Y,0
187100,6,435.9756097560976,430.7926829268293,4964.939024390244,7,5,2001,GasA,Y,0
165500,7,338.4146341463415,334.4512195121952,2774.69512195122,5,6,1978,GasA,Y,1
128000,6,452.4390243902439,226.21951219512195,1920.7317073170727,6,6,1914,GasA,Y,1
161500,9,409.1463414634147,418.2926829268293,2984.756097560976,6,5,1967,GasA,Y,1
139000,6,503.6585365853659,209.14634146341464,3292.6829268292686,5,6,1915,GasA,Y,0
233000,1,635.3658536585366,291.4634146341464,3092.073170731708,7,5,2004,GasA,Y,0
107900,8,274.6951219512195,274.6951219512195,1829.268292682927,4,7,1954,GasA,Y,0
187500,7,636.2804878048781,253.65853658536588,3721.036585365854,6,8,1966,GasA,Y,0
160200,9,349.0853658536586,349.0853658536586,970.1219512195122,7,5,2005,GasA,Y,1
146800,5,323.7804878048781,313.719512195122,3455.1829268292686,6,5,1976,GasA,Y,2
269790,6,613.719512195122,340.5487804878049,3024.390243902439,7,5,1996,GasA,Y,1
225000,6,456.0975609756098,456.0975609756098,2792.073170731708,8,5,2007,GasA,Y,0
194500,10,577.7439024390244,217.0731707317073,3302.439024390244,7,5,1994,GasA,Y,1
171000,4,476.82926829268297,198.1707317073171,2560.9756097560976,6,6,1980,GasA,Y,1
143500,4,391.76829268292687,201.21951219512195,2499.0853658536585,6,5,1977,GasA,Y,1
110000,4,235.6707317073171,235.6707317073171,2340.548780487805,5,5,1953,GasA,Y,0
485000,7,957.3170731707318,587.1951219512196,4121.341463414635,9,5,2008,GasA,Y,2
175000,6,539.0243902439024,222.8658536585366,2195.1219512195125,5,7,1937,GasA,Y,2
200000,5,514.6341463414634,187.8048780487805,3901.829268292683,6,5,1997,GasA,Y,0
109900,7,364.63414634146346,364.63414634146346,1463.4146341463415,4,7,1916,GasA,Y,0
189000,10,443.9024390243903,221.9512195121952,2499.69512195122,7,5,2005,GasA,Y,1
582933,1,860.3658536585366,528.6585365853659,4235.0609756097565,9,5,2008,GasA,Y,1
118000,6,343.9024390243903,285.3658536585366,2743.9024390243903,5,5,1954,GasA,Y,0
227680,7,435.3658536585366,432.01219512195127,3742.073170731708,7,5,2008,GasA,Y,0
135500,10,298.7804878048781,298.7804878048781,2972.5609756097565,5,5,1967,GasA,Y,0
223500,5,480.4878048780488,403.6585365853659,6519.512195121952,5,6,1923,GasA,Y,1
159950,6,331.0975609756098,312.1951219512195,4085.3658536585367,5,5,1966,GasA,Y,1
106000,11,651.829268292683,258.8414634146342,2469.512195121951,5,5,1898,GasA,N,0
181000,1,399.0853658536586,317.07317073170736,3091.4634146341464,6,6,1974,GasA,Y,1
144500,6,258.5365853658537,258.5365853658537,1353.048780487805,6,5,2004,GasA,Y,1
55993,6,318.2926829268293,164.63414634146343,2656.09756097561,5,5,1952,GasA,N,0
157900,4,439.63414634146346,439.63414634146346,2972.5609756097565,6,6,1958,GasA,Y,0
116000,7,381.0975609756098,209.14634146341464,2514.634146341464,5,7,1918,GasW,Y,0
224900,5,506.4024390243903,502.7439024390244,3700.3048780487807,7,5,1998,GasA,Y,0
137000,7,307.3170731707317,307.3170731707317,3483.2317073170734,5,6,1954,GasA,Y,1
271000,7,514.939024390244,478.0487804878049,4044.207317073171,8,5,2002,GasA,Y,2
155000,6,320.7317073170732,307.9268292682927,2687.8048780487807,6,7,1971,GasA,Y,0
224000,6,414.0243902439025,414.0243902439025,1942.378048780488,7,5,2009,GasA,Y,1
183000,6,500.00000000000006,243.2926829268293,2203.048780487805,7,5,2003,GasA,Y,0
93000,2,285.3658536585366,285.3658536585366,1829.268292682927,4,4,1953,GasA,N,0
225000,10,528.3536585365854,258.2317073170732,3778.658536585366,7,5,2003,GasA,Y,1
139500,7,453.9634146341464,237.1951219512196,3018.292682926829,6,7,1940,GasA,Y,1
232600,6,453.9634146341464,453.9634146341464,3419.512195121951,8,5,2006,GasA,Y,1
385000,6,635.3658536585366,633.5365853658537,4513.109756097561,10,5,2007,GasA,Y,1
109500,5,239.02439024390245,239.02439024390245,1868.9024390243903,5,6,1924,GasA,Y,0
189000,4,437.1951219512196,443.2926829268293,2600.3048780487807,7,5,2001,GasA,Y,1
185000,6,648.1707317073171,308.8414634146342,8749.390243902439,5,5,1967,GasA,Y,0
147400,7,348.4756097560976,182.9268292682927,775.609756097561,7,5,2005,GasA,Y,0
166000,6,424.3902439024391,424.3902439024391,3628.048780487805,6,5,1957,GasA,Y,2
151000,6,341.4634146341464,182.9268292682927,969.5121951219512,7,5,2005,GasA,Y,0
237000,1,557.6219512195122,286.89024390243907,2910.9756097560976,7,6,2003,GasA,Y,1
167000,2,462.1951219512196,462.1951219512196,3050.0,6,6,1964,GasA,Y,0
139950,9,348.7804878048781,348.7804878048781,2400.914634146341,5,6,1961,GasA,Y,0
128000,2,325.3048780487805,325.3048780487805,2926.829268292683,4,7,1950,GasA,Y,0
153500,6,475.3048780487805,475.3048780487805,2469.512195121951,5,6,1948,GasA,Y,0
100000,11,300.9146341463415,147.25609756097563,512.1951219512196,6,5,1973,GasA,Y,0
144000,6,335.0609756097561,335.0609756097561,2903.9634146341464,5,6,1995,GasA,Y,0
130500,5,365.8536585365854,234.14634146341464,3587.5,5,6,1946,GasA,Y,0
140000,3,451.82926829268297,204.87804878048783,3705.7926829268295,6,8,1925,GasA,N,0
157500,6,469.2073170731708,198.1707317073171,3182.9268292682927,5,8,1904,GasA,Y,1
174900,5,355.1829268292683,343.5975609756098,2750.0,6,7,1966,GasA,Y,0
141000,7,548.7804878048781,548.7804878048781,2439.0243902439024,5,4,1961,GasA,N,0
153900,6,431.7073170731708,267.0731707317073,3861.2804878048782,5,8,1915,GasA,Y,1
171000,1,518.5975609756098,423.7804878048781,5075.304878048781,5,5,1975,GasA,Y,2
213000,7,541.1585365853659,225.609756097561,2840.548780487805,7,5,1993,GasA,Y,1
133500,8,263.4146341463415,263.4146341463415,4732.621951219512,5,6,1972,GasA,Y,1
240000,9,718.9024390243903,276.5243902439025,13902.439024390244,6,8,1908,GasA,Y,1
187000,8,565.548780487805,160.97560975609758,2926.829268292683,6,7,1976,GasA,Y,1
131500,11,258.5365853658537,258.5365853658537,1352.1341463414635,6,5,2003,GasA,Y,0
215000,5,443.9024390243903,388.109756097561,974.3902439024392,8,5,2003,GasA,Y,1
164000,8,501.82926829268297,279.8780487804878,2173.1707317073174,7,5,1941,GasA,Y,2
158000,8,440.5487804878049,343.5975609756098,3687.5,6,6,1964,GasA,Y,1
170000,7,542.3780487804878,537.5,5463.414634146342,5,4,1955,GasA,Y,1
127000,4,317.07317073170736,317.07317073170736,2102.7439024390246,5,8,1962,GasA,Y,0
147000,10,312.8048780487805,286.5853658536586,3344.512195121951,6,6,1978,GasA,Y,0
174000,3,451.5243902439025,214.02439024390245,2477.134146341464,6,5,1994,GasA,Y,1
152000,6,417.6829268292683,332.3170731707317,3170.7317073170734,7,5,1976,GasA,Y,1
250000,8,809.1463414634147,321.3414634146342,3362.5,6,7,1968,GasA,Y,1
189950,6,434.75609756097566,278.0487804878049,2329.878048780488,7,8,1918,GasA,Y,1
131500,4,316.76829268292687,316.76829268292687,3544.207317073171,5,4,1965,GasA,Y,0
152000,5,334.4512195121952,317.07317073170736,2948.7804878048782,6,5,1984,GasA,Y,0
132500,7,350.0,350.0,2417.987804878049,5,5,1959,GasA,Y,0
250580,5,418.2926829268293,418.2926829268293,2634.146341463415,7,5,2007,GasA,Y,0
148500,8,305.4878048780488,305.4878048780488,2667.6829268292686,5,6,1970,GasA,Y,0
248900,11,501.82926829268297,499.3902439024391,3248.7804878048782,8,5,2006,GasA,Y,1
129000,5,341.4634146341464,317.07317073170736,2125.0,4,5,1961,GasA,Y,0
169000,5,691.1585365853659,0.0,4500.609756097561,5,6,1948,GasA,Y,1
236000,6,594.2073170731708,320.1219512195122,3029.878048780488,7,5,1993,GasA,Y,1
109500,8,272.5609756097561,272.5609756097561,2012.19512195122,5,5,1962,GasA,N,0
200500,6,512.8048780487806,245.1219512195122,2667.6829268292686,6,5,1998,GasA,Y,0
116000,10,277.4390243902439,32.01219512195122,2710.9756097560976,5,7,1953,GasA,Y,0
133000,9,315.8536585365854,253.65853658536588,3702.439024390244,5,7,1949,GasA,Y,1
66500,8,344.8170731707317,206.09756097560967,1743.9024390243903,5,6,1941,GasA,Y,0
303477,8,795.7317073170732,360.9756097560976,2743.9024390243903,8,5,2007,GasA,Y,1
132250,1,317.07317073170736,324.39024390243907,7709.146341463415,4,5,1963,GasA,Y,0
350000,6,678.048780487805,445.7317073170732,2693.292682926829,9,5,2004,GasA,Y,1
148000,6,352.13414634146346,338.109756097561,3592.073170731708,5,7,1961,GasA,Y,0
136500,7,263.4146341463415,263.4146341463415,2134.146341463415,5,8,1978,GasA,Y,0
157000,6,332.3170731707317,332.3170731707317,2141.4634146341464,5,5,2005,GasA,Y,0
187500,4,523.4756097560976,352.4390243902439,4194.512195121952,7,5,1990,GasA,Y,1
178000,12,485.6707317073171,246.3414634146341,2937.8048780487807,6,5,1992,GasA,Y,1
118500,3,533.2317073170732,242.37804878048783,1891.4634146341464,4,5,1912,GasA,N,0
100000,7,271.9512195121952,271.9512195121952,2179.878048780488,5,5,1967,GasA,Y,0
328900,1,521.0365853658537,517.6829268292684,1560.6707317073171,9,5,1999,GasA,Y,1
145000,6,521.9512195121952,495.7317073170732,2558.8414634146343,5,5,1959,GasA,Y,0
135500,4,424.6951219512196,248.78048780487805,5020.121951219512,5,7,1955,GasA,Y,0
268000,10,675.9146341463415,675.9146341463415,4836.89024390244,8,6,1970,GasA,Y,1
149500,2,458.8414634146342,458.8414634146342,3707.317073170732,6,4,1953,GasA,Y,1
122900,7,281.7073170731708,204.87804878048783,2458.5365853658536,5,7,1949,GasA,Y,1
172500,7,513.109756097561,279.8780487804878,3409.756097560976,6,5,1978,GasA,Y,1
154500,2,325.609756097561,322.8658536585366,2565.2439024390246,6,8,1963,GasA,Y,0
165000,6,421.6463414634147,421.6463414634147,4050.000000000001,5,5,1954,GasA,Y,1
118858,6,467.9878048780488,0.0,2139.634146341464,5,5,1979,GasA,Y,0
140000,10,547.5609756097562,237.8048780487805,2151.219512195122,6,5,1963,GasA,Y,1
106500,4,289.9390243902439,289.9390243902439,2672.256097560976,4,6,1936,GasA,N,0
142953,6,682.9268292682927,0.0,2139.634146341464,5,5,1979,GasA,Y,0
611657,3,720.7317073170732,710.3658536585366,3938.719512195122,9,5,2009,GasA,Y,2
135000,6,376.82926829268297,278.0487804878049,2132.012195121951,5,7,1961,GasA,Y,1
110000,6,261.5853658536586,261.5853658536586,2237.8048780487807,4,6,1971,GasA,Y,0
153000,5,398.1707317073171,302.4390243902439,2656.09756097561,5,7,1957,GasA,Y,0
180000,7,460.0609756097561,238.719512195122,2400.914634146341,7,5,2003,GasA,Y,1
240000,8,509.1463414634147,509.1463414634147,4530.182926829269,7,5,2006,GasA,Y,1
125500,8,275.0,267.0731707317073,1882.012195121952,5,6,1967,GasA,Y,0
128000,2,324.0853658536586,321.9512195121952,3024.390243902439,5,5,1954,GasA,Y,0
255000,6,498.7804878048781,494.81707317073176,4116.158536585366,8,5,2006,GasA,Y,1
250000,6,627.1341463414634,310.0609756097561,3506.09756097561,7,7,1936,GasA,Y,1
131000,6,275.0,263.4146341463415,2708.8414634146343,5,5,1983,GasA,Y,0
174000,6,452.4390243902439,226.21951219512195,3838.109756097561,6,5,2005,GasA,Y,1
154300,1,693.2926829268293,336.89024390243907,3536.585365853659,5,5,1960,GasA,Y,0
143500,10,386.5853658536586,386.5853658536586,2831.09756097561,5,7,1977,GasA,Y,0
88000,7,309.4512195121952,234.14634146341464,1865.8536585365853,5,7,1925,GasA,N,0
145000,8,610.3658536585366,305.1829268292683,1911.5853658536587,5,6,1949,GasA,N,0
173733,6,373.1707317073171,186.5853658536585,914.6341463414636,6,5,2009,GasA,Y,0
75000,1,332.9268292682927,166.46341463414635,610.0609756097562,4,5,1970,GasA,Y,0
35311,10,146.34146341463415,146.34146341463415,2743.9024390243903,2,3,1949,GasA,N,0
135000,4,374.6951219512196,345.7317073170732,5225.609756097561,4,6,1956,GasA,Y,0
238000,11,648.4756097560976,336.5853658536586,4001.524390243903,7,5,1991,GasA,Y,1
176500,5,431.0975609756098,360.9756097560976,3362.5,6,8,1958,GasA,Y,1
201000,7,524.6951219512196,282.9268292682927,2579.878048780488,6,5,1994,GasA,Y,0
145900,9,670.7317073170732,387.8048780487805,2675.914634146341,5,7,1900,GasA,Y,0
169990,10,401.219512195122,401.219512195122,3121.0365853658536,6,5,2005,GasA,Y,1
193000,7,492.9878048780488,489.0243902439025,2442.6829268292686,6,5,1993,GasA,Y,1
207500,5,514.0243902439024,514.0243902439024,3121.951219512195,6,6,1980,GasA,Y,1
